ell,total,changed,percentage_changed,avg_support_size,max_support_size,avg_signed_mass_at_one,max_signed_mass_at_one,avg_abs_mass_at_one,max_abs_mass_at_one,avg_monomial_complexity,max_monomial_complexity,avg_max_abs_degree,max_max_abs_degree,avg_max_bruhat_depth,max_max_bruhat_depth,avg_degree_zero_ratio,degree_zero_only,genuinely_graded,avg_avg_abs_degree,max_avg_abs_degree,avg_weighted_abs_degree_mass,max_weighted_abs_degree_mass,mild,moderate,wild,type,family,rank,prime
7,514,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
8,754,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
9,1048,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
10,1389,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
11,1765,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
12,2159,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
13,2549,4,0.156924284033,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.5,8,1.0,4,0,0.0,0.0,0.0,0,4,0,0,E6,E,6,3
14,2911,10,0.343524562006,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.8,8,1.0,10,0,0.0,0.0,0.0,0,10,0,0,E6,E,6,3
15,3222,19,0.589695841092,1.31578947369,2,1.31578947369,2,1.31578947369,2,1.31578947369,2,0.0,0,7.05263157895,8,1.0,19,0,0.0,0.0,0.0,0,13,6,0,E6,E,6,3
16,3461,22,0.635654435135,1.36363636364,2,1.36363636364,2,1.36363636364,2,1.36363636364,2,0.0,0,6.90909090909,8,1.0,22,0,0.0,0.0,0.0,0,14,8,0,E6,E,6,3
17,3611,50,1.38465798948,1.46,4,1.48,5,1.48,5,1.46,4,0.0,0,7.44,12,1.0,50,0,0.0,0.0,0.0,0,39,11,0,E6,E,6,3
18,3662,72,1.96613872201,1.47222222222,6,1.5,7,1.5,7,1.47222222222,6,0.0,0,6.88888888889,12,1.0,72,0,0.0,0.0,0.0,0,62,4,6,E6,E,6,3
19,3611,121,3.35087233453,1.42148760331,13,1.46280991736,15,1.46280991736,15,1.42148760331,13,0.0,0,6.94214876033,12,1.0,121,0,0.0,0.0,0.0,0,100,18,3,E6,E,6,3
20,3461,134,3.87171337764,1.67164179104,21,1.70149253731,23,1.70149253731,23,1.67164179104,21,0.0,0,6.83582089553,12,1.0,134,0,0.0,0.0,0.0,0,90,42,2,E6,E,6,3
21,3222,139,4.31409062694,2.4964028777,45,2.52517985611,49,2.52517985611,49,2.4964028777,45,0.0,0,8.20143884892,16,1.0,139,0,0.0,0.0,0.0,0,60,74,5,E6,E,6,3
22,2911,112,3.84747509447,2.94642857143,9,2.94642857143,9,2.94642857143,9,2.94642857143,9,0.0,0,8.78571428571,12,1.0,112,0,0.0,0.0,0.0,0,38,54,20,E6,E,6,3
23,2549,95,3.72695174578,3.16842105263,17,3.16842105263,17,3.16842105263,17,3.16842105263,17,0.0,0,9.13684210526,12,1.0,95,0,0.0,0.0,0.0,0,51,30,14,E6,E,6,3
24,2159,74,3.42751273738,3.2972972973,30,3.2972972973,30,3.2972972973,30,3.2972972973,30,0.0,0,9.02702702703,14,1.0,74,0,0.0,0.0,0.0,0,52,14,8,E6,E,6,3
25,1765,62,3.51274787535,3.62903225806,51,3.64516129032,51,3.64516129032,51,3.62903225806,51,0.0,0,9.90322580645,14,1.0,62,0,0.0,0.0,0.0,0,33,21,8,E6,E,6,3
26,1389,46,3.31173506119,1.60869565217,4,1.65217391304,4,1.65217391304,4,1.60869565217,4,0.0,0,9.65217391304,14,1.0,46,0,0.0,0.0,0.0,0,26,20,0,E6,E,6,3
27,1048,32,3.0534351145,2.0,4,2.15625,5,2.15625,5,2.0,4,0.0,0,10.3125,12,1.0,32,0,0.0,0.0,0.0,0,14,18,0,E6,E,6,3
28,754,20,2.6525198939,2.5,9,2.7,11,2.7,11,2.5,9,0.0,0,10.8,12,1.0,20,0,0.0,0.0,0.0,0,4,14,2,E6,E,6,3
29,514,11,2.14007782101,4.09090909091,23,4.45454545454,27,4.45454545454,27,4.09090909091,23,0.0,0,10.7272727273,14,1.0,11,0,0.0,0.0,0.0,0,6,4,1,E6,E,6,3
30,329,4,1.21580547113,2.0,2,2.0,2,2.0,2,2.0,2,0.0,0,12.0,12,1.0,4,0,0.0,0.0,0.0,0,0,4,0,E6,E,6,3
31,195,1,0.51282051282,4.0,4,4.0,4,4.0,4,4.0,4,0.0,0,16.0,16,1.0,1,0,0.0,0.0,0.0,0,0,1,0,E6,E,6,3
32,105,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
33,50,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
34,20,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
35,6,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
36,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,E6,E,6,3
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,2
1,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,2
2,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,2
3,16,1,6.25,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,F4,F,4,2
4,25,4,16.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,4,0,0.0,0.0,0.0,0,4,0,0,F4,F,4,2
5,36,9,25.0,1.11111111111,2,1.11111111111,2,1.11111111111,2,1.11111111111,2,0.0,0,2.22222222222,4,1.0,9,0,0.0,0.0,0.0,0,8,1,0,F4,F,4,2
6,48,14,29.1666666667,1.35714285714,4,1.42857142857,4,1.42857142857,4,1.42857142857,4,0.0714285714286,1,2.5,4,0.928571428572,13,1,0.0714285714286,1.0,0.142857142857,2,10,4,0,F4,F,4,2
7,60,19,31.6666666667,1.52631578947,4,1.63157894737,4,1.63157894737,4,1.63157894737,4,0.105263157895,1,2.63157894737,4,0.894736842105,17,2,0.105263157895,1.0,0.210526315789,2,12,7,0,F4,F,4,2
8,71,26,36.6197183098,1.92307692308,5,2.0,5,2.0,5,2.0,5,0.0769230769231,1,3.23076923077,6,0.923076923077,24,2,0.0769230769231,1.0,0.153846153846,2,12,14,0,F4,F,4,2
9,80,33,41.25,2.18181818182,7,2.36363636364,8,2.36363636364,8,2.36363636364,8,0.121212121212,1,3.27272727273,6,0.936363636363,29,4,0.0636363636363,0.8,0.363636363636,4,18,13,2,F4,F,4,2
10,87,39,44.8275862069,2.64102564103,10,2.92307692308,11,2.92307692308,11,2.84615384615,10,0.153846153846,2,3.58974358974,6,0.920227920227,34,5,0.0854700854701,1.0,0.410256410256,8,23,9,7,F4,F,4,2
11,92,45,48.9130434783,2.97777777778,18,3.33333333333,21,3.33333333333,21,3.2,20,0.177777777778,1,3.68888888889,8,0.90937950938,37,8,0.0906204906205,1.0,0.444444444444,4,24,15,6,F4,F,4,2
12,94,53,56.3829787234,2.67924528302,14,3.09433962264,19,3.09433962264,19,2.83018867925,14,0.0754716981132,1,3.92452830189,8,0.942497753819,49,4,0.0575022461816,0.857142857143,0.301886792453,6,29,15,9,F4,F,4,2
13,92,66,71.7391304348,2.92424242424,26,3.37878787879,36,3.37878787879,36,3.10606060606,28,0.0757575757576,1,4.37878787878,9,0.943771043771,61,5,0.0562289562289,1.0,0.363636363636,8,33,24,9,F4,F,4,2
14,87,72,82.7586206896,3.51388888889,43,4.34722222222,62,4.34722222222,62,3.93055555555,47,0.222222222222,1,5.18055555555,10,0.865548979448,56,16,0.134451020552,1.0,0.833333333333,10,29,34,9,F4,F,4,2
15,80,67,83.75,4.19402985075,65,5.56716417911,109,5.56716417911,109,5.01492537314,76,0.417910447761,2,6.4776119403,12,0.810420375189,46,21,0.2218364273,1.0,1.67164179104,24,19,37,11,F4,F,4,2
16,71,56,78.8732394367,4.125,18,5.32142857143,44,5.32142857143,44,5.19642857143,39,0.678571428572,3,7.83928571428,12,0.737367825918,28,28,0.357599706549,3.0,2.25,44,13,28,15,F4,F,4,2
17,60,44,73.3333333334,4.63636363636,17,6.11363636364,26,6.11363636364,26,5.81818181818,21,0.863636363636,3,8.63636363637,12,0.713757833077,19,25,0.440048587776,3.0,2.54545454546,8,10,17,17,F4,F,4,2
18,48,33,68.75,5.0,17,7.06060606061,24,7.06060606061,24,6.72727272727,22,0.848484848485,3,9.24242424243,14,0.731854305539,17,16,0.391593396856,3.0,3.69696969697,18,10,8,15,F4,F,4,2
19,36,22,61.1111111111,5.09090909091,24,7.81818181818,37,7.81818181818,37,7.22727272727,33,0.863636363636,3,7.77272727273,14,0.749548574548,12,10,0.351008151008,1.28571428571,4.63636363636,18,10,1,11,F4,F,4,2
20,25,15,60.0,5.4,49,9.26666666666,86,9.26666666666,86,7.93333333333,70,0.8,3,5.86666666667,16,0.711812476929,9,6,0.354632705795,1.28571428571,6.13333333333,50,9,2,4,F4,F,4,2
21,16,8,50.0,2.5,9,4.625,25,4.625,25,4.125,21,0.625,4,4.375,12,0.805,6,2,0.285,1.28,4.25,32,4,3,1,F4,F,4,2
22,9,4,44.4444444444,2.0,3,2.0,3,2.0,3,2.0,3,0.0,0,3.5,6,1.0,4,0,0.0,0.0,0.0,0,2,2,0,F4,F,4,2
23,4,2,50.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,3.0,4,1.0,2,0,0.0,0.0,0.0,0,2,0,0,F4,F,4,2
24,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
1,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
2,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
3,16,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
4,25,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
5,36,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
6,48,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
7,60,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
8,71,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
9,80,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
10,87,4,4.59770114943,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.0,6,1.0,4,0,0.0,0.0,0.0,0,4,0,0,F4,F,4,3
11,92,8,8.69565217392,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.0,6,1.0,8,0,0.0,0.0,0.0,0,8,0,0,F4,F,4,3
12,94,12,12.7659574468,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.0,6,1.0,12,0,0.0,0.0,0.0,0,12,0,0,F4,F,4,3
13,92,8,8.69565217392,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.0,6,1.0,8,0,0.0,0.0,0.0,0,8,0,0,F4,F,4,3
14,87,6,6.89655172414,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.66666666666,6,1.0,6,0,0.0,0.0,0.0,0,6,0,0,F4,F,4,3
15,80,4,5.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,4,0,0.0,0.0,0.0,0,4,0,0,F4,F,4,3
16,71,8,11.2676056338,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.5,6,1.0,8,0,0.0,0.0,0.0,0,8,0,0,F4,F,4,3
17,60,8,13.3333333333,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.0,6,1.0,8,0,0.0,0.0,0.0,0,8,0,0,F4,F,4,3
18,48,8,16.6666666667,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,5.5,6,1.0,8,0,0.0,0.0,0.0,0,8,0,0,F4,F,4,3
19,36,4,11.1111111111,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.0,6,1.0,4,0,0.0,0.0,0.0,0,4,0,0,F4,F,4,3
20,25,2,8.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,6.0,6,1.0,2,0,0.0,0.0,0.0,0,2,0,0,F4,F,4,3
21,16,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
22,9,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
23,4,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
24,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,F4,F,4,3
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,2
1,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,2
2,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,2
3,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,2
4,2,2,100.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,2,0,0.0,0.0,0.0,0,2,0,0,G2,G,2,2
5,2,2,100.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,4.0,4,1.0,2,0,0.0,0.0,0.0,0,2,0,0,G2,G,2,2
6,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,2
0,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,3
1,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,3
2,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,3
3,2,1,50.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,G2,G,2,3
4,2,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,3
5,2,1,50.0,1.0,1,1.0,1,1.0,1,1.0,1,0.0,0,2.0,2,1.0,1,0,0.0,0.0,0.0,0,1,0,0,G2,G,2,3
6,1,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,G2,G,2,3
